Textbox67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E=Excused   L=Late (15 minutes or less)   T=Tardy   X=Absent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Textbox99,Textbox200,Textbox104,Textbox106,Textbox116,Textbox117,Textbox118,Textbox119,Textbox120,Textbox121,Textbox122,Textbox123,StudentID,StudentName,Grade,Textbox10,Textbox15,Textbox107,Textbox108,Textbox110,Textbox111,Textbox112,Textbox113,Textbox114,Textbox115,Textbox127,Textbox128,Textbox129,Textbox130,Textbox132,Textbox133,Textbox134,Textbox135,Textbox47,Textbox49,Textbox50,Textbox51,Textbox52,Textbox54,Textbox55,Textbox56,Textbox57,Textbox58,Textbox59,Textbox60,Textbox61,Textbox62,Textbox63,Textbox64,cycldayc,Date,Period0,Period2,Period3,Period4,Period5,Period6,Period7,Period8,Period9,Period10,Period11,TotalAbsent,cntUnexcused,TotalTardy,AbsenceDay
Date,1,2,3,4,5,6,7,8,,,,4173,"Mueller, Murray ",0,Murray Mueller,(801)123-4638,A / T,23/ 48,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,3,48,23,,,,,,,,,,,,,,,,,,2/15/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,4173,"Mueller, Murray ",0,Murray Mueller,(801)123-4639,A / T,23/ 48,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,3,48,23,,,,,,,,,,,,,,,,,,2/20/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,4173,"Mueller, Murray ",0,Murray Mueller,(801)123-4640,A / T,23/ 48,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,3,48,23,,,,,,,,,,,,,,,,,,2/21/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,4173,"Mueller, Murray ",0,Murray Mueller,(801)123-4641,A / T,23/ 48,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,3,48,23,,,,,,,,,,,,,,,,,,2/26/2018,T,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,4173,"Mueller, Murray ",0,Murray Mueller,(801)123-4642,A / T,23/ 48,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,3,48,23,,,,,,,,,,,,,,,,,,2/27/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,4173,"Mueller, Murray ",0,Murray Mueller,(801)123-4643,A / T,23/ 48,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,3,48,23,,,,,,,,,,,,,,,,,,3/6/2018,T,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,4173,"Mueller, Murray ",0,Murray Mueller,(801)123-4644,A / T,23/ 48,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,3,48,23,,,,,,,,,,,,,,,,,,3/7/2018,T,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,4173,"Mueller, Murray ",0,Murray Mueller,(801)123-4645,A / T,23/ 48,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,3,48,23,,,,,,,,,,,,,,,,,,3/8/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,4173,"Mueller, Murray ",0,Murray Mueller,(801)123-4646,A / T,23/ 48,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,3,48,23,,,,,,,,,,,,,,,,,,3/9/2018,X,,,,,,,,,,,0,1,0,1
Date,1,2,3,4,5,6,7,8,,,,4173,"Mueller, Murray ",0,Murray Mueller,(801)123-4647,A / T,23/ 48,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,3,48,23,,,,,,,,,,,,,,,,,,3/12/2018,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,4173,"Mueller, Murray ",0,Murray Mueller,(801)123-4648,A / T,23/ 48,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,3,48,23,,,,,,,,,,,,,,,,,,3/13/2018,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,4173,"Mueller, Murray ",0,Murray Mueller,(801)123-4649,A / T,23/ 48,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,3,48,23,,,,,,,,,,,,,,,,,,3/14/2018,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,4173,"Mueller, Murray ",0,Murray Mueller,(801)123-4650,A / T,23/ 48,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,3,48,23,,,,,,,,,,,,,,,,,,3/15/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,4173,"Mueller, Murray ",0,Murray Mueller,(801)123-4651,A / T,23/ 48,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,3,48,23,,,,,,,,,,,,,,,,,,3/16/2018,T,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,4173,"Mueller, Murray ",0,Murray Mueller,(801)123-4652,A / T,23/ 48,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,3,48,23,,,,,,,,,,,,,,,,,,3/19/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,4173,"Mueller, Murray ",0,Murray Mueller,(801)123-4653,A / T,23/ 48,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,3,48,23,,,,,,,,,,,,,,,,,,3/22/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,4173,"Mueller, Murray ",0,Murray Mueller,(801)123-4654,A / T,23/ 48,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,3,48,23,,,,,,,,,,,,,,,,,,3/23/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,4173,"Mueller, Murray ",0,Murray Mueller,(801)123-4655,A / T,23/ 48,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,3,48,23,,,,,,,,,,,,,,,,,,3/26/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,4173,"Mueller, Murray ",0,Murray Mueller,(801)123-4656,A / T,23/ 48,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,3,48,23,,,,,,,,,,,,,,,,,,3/27/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,4173,"Mueller, Murray ",0,Murray Mueller,(801)123-4657,A / T,23/ 48,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,3,48,23,,,,,,,,,,,,,,,,,,3/29/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,4173,"Mueller, Murray ",0,Murray Mueller,(801)123-4658,A / T,23/ 48,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,3,48,23,,,,,,,,,,,,,,,,,,3/30/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,4173,"Mueller, Murray ",0,Murray Mueller,(801)123-4659,A / T,23/ 48,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,3,48,23,,,,,,,,,,,,,,,,,,4/11/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,4173,"Mueller, Murray ",0,Murray Mueller,(801)123-4660,A / T,23/ 48,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,3,48,23,,,,,,,,,,,,,,,,,,4/12/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,4173,"Mueller, Murray ",0,Murray Mueller,(801)123-4661,A / T,23/ 48,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,3,48,23,,,,,,,,,,,,,,,,,,4/13/2018,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,4173,"Mueller, Murray ",0,Murray Mueller,(801)123-4662,A / T,23/ 48,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,3,48,23,,,,,,,,,,,,,,,,,,4/16/2018,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,4173,"Mueller, Murray ",0,Murray Mueller,(801)123-4663,A / T,23/ 48,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,3,48,23,,,,,,,,,,,,,,,,,,4/17/2018,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,4173,"Mueller, Murray ",0,Murray Mueller,(801)123-4664,A / T,23/ 48,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,3,48,23,,,,,,,,,,,,,,,,,,4/19/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,4173,"Mueller, Murray ",0,Murray Mueller,(801)123-4665,A / T,23/ 48,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,3,48,23,,,,,,,,,,,,,,,,,,4/20/2018,T,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,4173,"Mueller, Murray ",0,Murray Mueller,(801)123-4666,A / T,23/ 48,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,3,48,23,,,,,,,,,,,,,,,,,,4/23/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,4173,"Mueller, Murray ",0,Murray Mueller,(801)123-4667,A / T,23/ 48,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,3,48,23,,,,,,,,,,,,,,,,,,4/24/2018,T,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,4173,"Mueller, Murray ",0,Murray Mueller,(801)123-4668,A / T,23/ 48,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,3,48,23,,,,,,,,,,,,,,,,,,4/25/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,4173,"Mueller, Murray ",0,Murray Mueller,(801)123-4669,A / T,23/ 48,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,3,48,23,,,,,,,,,,,,,,,,,,4/26/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,4173,"Mueller, Murray ",0,Murray Mueller,(801)123-4670,A / T,23/ 48,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,3,48,23,,,,,,,,,,,,,,,,,,4/27/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,4173,"Mueller, Murray ",0,Murray Mueller,(801)123-4671,A / T,23/ 48,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,3,48,23,,,,,,,,,,,,,,,,,,4/30/2018,T,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,4173,"Mueller, Murray ",0,Murray Mueller,(801)123-4672,A / T,23/ 48,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,3,48,23,,,,,,,,,,,,,,,,,,5/3/2018,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,4171,"Cohen, Mackenzie ",0,Mackenzie Cohen,(801)123-4673,A / T,17/ 0,22/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,19,0,39,Cycle Day  Totals,17/ 0,22/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,19,0,39,,,,,,,,,,,,,,,,,
Date,1,2,3,4,5,6,7,8,,,,4171,"Cohen, Mackenzie ",0,Mackenzie Cohen,(801)123-4674,A / T,17/ 0,22/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,19,0,39,,,,,,,,,,,,,,,,,,8/23/2017,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,4171,"Cohen, Mackenzie ",0,Mackenzie Cohen,(801)123-4675,A / T,17/ 0,22/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,19,0,39,,,,,,,,,,,,,,,,,,8/24/2017,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,4171,"Cohen, Mackenzie ",0,Mackenzie Cohen,(801)123-4676,A / T,17/ 0,22/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,19,0,39,,,,,,,,,,,,,,,,,,8/25/2017,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,4171,"Cohen, Mackenzie ",0,Mackenzie Cohen,(801)123-4677,A / T,17/ 0,22/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,19,0,39,,,,,,,,,,,,,,,,,,8/28/2017,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,4171,"Cohen, Mackenzie ",0,Mackenzie Cohen,(801)123-4678,A / T,17/ 0,22/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,19,0,39,,,,,,,,,,,,,,,,,,8/29/2017,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,4171,"Cohen, Mackenzie ",0,Mackenzie Cohen,(801)123-4679,A / T,17/ 0,22/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,19,0,39,,,,,,,,,,,,,,,,,,8/30/2017,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,4171,"Cohen, Mackenzie ",0,Mackenzie Cohen,(801)123-4680,A / T,17/ 0,22/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,19,0,39,,,,,,,,,,,,,,,,,,8/31/2017,X,,,,,,,,,,,0,1,0,1
Date,1,2,3,4,5,6,7,8,,,,4171,"Cohen, Mackenzie ",0,Mackenzie Cohen,(801)123-4681,A / T,17/ 0,22/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,19,0,39,,,,,,,,,,,,,,,,,,9/1/2017,X,,,,,,,,,,,0,1,0,1
Date,1,2,3,4,5,6,7,8,,,,4171,"Cohen, Mackenzie ",0,Mackenzie Cohen,(801)123-4682,A / T,17/ 0,22/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,19,0,39,,,,,,,,,,,,,,,,,,9/5/2017,X,,,,,,,,,,,0,1,0,1
Date,1,2,3,4,5,6,7,8,,,,4171,"Cohen, Mackenzie ",0,Mackenzie Cohen,(801)123-4683,A / T,17/ 0,22/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,19,0,39,,,,,,,,,,,,,,,,,,9/6/2017,X,,,,,,,,,,,0,1,0,1
Date,1,2,3,4,5,6,7,8,,,,4171,"Cohen, Mackenzie ",0,Mackenzie Cohen,(801)123-4684,A / T,17/ 0,22/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,19,0,39,,,,,,,,,,,,,,,,,,9/7/2017,X,,,,,,,,,,,0,1,0,1
Date,1,2,3,4,5,6,7,8,,,,4171,"Cohen, Mackenzie ",0,Mackenzie Cohen,(801)123-4685,A / T,17/ 0,22/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,19,0,39,,,,,,,,,,,,,,,,,,9/8/2017,X,,,,,,,,,,,0,1,0,1
Date,1,2,3,4,5,6,7,8,,,,4171,"Cohen, Mackenzie ",0,Mackenzie Cohen,(801)123-4686,A / T,17/ 0,22/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,19,0,39,,,,,,,,,,,,,,,,,,9/11/2017,X,,,,,,,,,,,0,1,0,1
Date,1,2,3,4,5,6,7,8,,,,4171,"Cohen, Mackenzie ",0,Mackenzie Cohen,(801)123-4687,A / T,17/ 0,22/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,19,0,39,,,,,,,,,,,,,,,,,,9/12/2017,X,,,,,,,,,,,0,1,0,1
Date,1,2,3,4,5,6,7,8,,,,4171,"Cohen, Mackenzie ",0,Mackenzie Cohen,(801)123-4688,A / T,17/ 0,22/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,19,0,39,,,,,,,,,,,,,,,,,,9/13/2017,X,,,,,,,,,,,0,1,0,1
Date,1,2,3,4,5,6,7,8,,,,4171,"Cohen, Mackenzie ",0,Mackenzie Cohen,(801)123-4689,A / T,17/ 0,22/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,19,0,39,,,,,,,,,,,,,,,,,,9/14/2017,X,,,,,,,,,,,0,1,0,1
Date,1,2,3,4,5,6,7,8,,,,4171,"Cohen, Mackenzie ",0,Mackenzie Cohen,(801)123-4690,A / T,17/ 0,22/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,19,0,39,,,,,,,,,,,,,,,,,,9/15/2017,X,,,,,,,,,,,0,1,0,1
Date,1,2,3,4,5,6,7,8,,,,4171,"Cohen, Mackenzie ",0,Mackenzie Cohen,(801)123-4691,A / T,17/ 0,22/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,19,0,39,,,,,,,,,,,,,,,,,,1/17/2018,,E,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,4171,"Cohen, Mackenzie ",0,Mackenzie Cohen,(801)123-4692,A / T,17/ 0,22/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,19,0,39,,,,,,,,,,,,,,,,,,1/18/2018,,E,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,4171,"Cohen, Mackenzie ",0,Mackenzie Cohen,(801)123-4693,A / T,17/ 0,22/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,19,0,39,,,,,,,,,,,,,,,,,,1/19/2018,,E,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,4171,"Cohen, Mackenzie ",0,Mackenzie Cohen,(801)123-4694,A / T,17/ 0,22/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,19,0,39,,,,,,,,,,,,,,,,,,1/23/2018,,E,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,4171,"Cohen, Mackenzie ",0,Mackenzie Cohen,(801)123-4695,A / T,17/ 0,22/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,19,0,39,,,,,,,,,,,,,,,,,,1/24/2018,,E,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,4171,"Cohen, Mackenzie ",0,Mackenzie Cohen,(801)123-4696,A / T,17/ 0,22/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,19,0,39,,,,,,,,,,,,,,,,,,1/25/2018,,E,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,4171,"Cohen, Mackenzie ",0,Mackenzie Cohen,(801)123-4697,A / T,17/ 0,22/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,19,0,39,,,,,,,,,,,,,,,,,,1/26/2018,,E,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,4171,"Cohen, Mackenzie ",0,Mackenzie Cohen,(801)123-4698,A / T,17/ 0,22/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,19,0,39,,,,,,,,,,,,,,,,,,2/2/2018,,E,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,4171,"Cohen, Mackenzie ",0,Mackenzie Cohen,(801)123-4699,A / T,17/ 0,22/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,19,0,39,,,,,,,,,,,,,,,,,,2/22/2018,,E,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,4171,"Cohen, Mackenzie ",0,Mackenzie Cohen,(801)123-4700,A / T,17/ 0,22/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,19,0,39,,,,,,,,,,,,,,,,,,2/23/2018,,X,,,,,,,,,,0,1,0,1
Date,1,2,3,4,5,6,7,8,,,,4171,"Cohen, Mackenzie ",0,Mackenzie Cohen,(801)123-4701,A / T,17/ 0,22/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,19,0,39,,,,,,,,,,,,,,,,,,2/26/2018,,X,,,,,,,,,,0,1,0,1
Date,1,2,3,4,5,6,7,8,,,,4171,"Cohen, Mackenzie ",0,Mackenzie Cohen,(801)123-4702,A / T,17/ 0,22/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,19,0,39,,,,,,,,,,,,,,,,,,4/20/2018,,E,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,4171,"Cohen, Mackenzie ",0,Mackenzie Cohen,(801)123-4703,A / T,17/ 0,22/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,19,0,39,,,,,,,,,,,,,,,,,,4/23/2018,,E,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,4171,"Cohen, Mackenzie ",0,Mackenzie Cohen,(801)123-4704,A / T,17/ 0,22/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,19,0,39,,,,,,,,,,,,,,,,,,4/24/2018,,E,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,4171,"Cohen, Mackenzie ",0,Mackenzie Cohen,(801)123-4705,A / T,17/ 0,22/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,19,0,39,,,,,,,,,,,,,,,,,,4/25/2018,,E,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,4171,"Cohen, Mackenzie ",0,Mackenzie Cohen,(801)123-4706,A / T,17/ 0,22/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,19,0,39,,,,,,,,,,,,,,,,,,4/26/2018,,E,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,4171,"Cohen, Mackenzie ",0,Mackenzie Cohen,(801)123-4707,A / T,17/ 0,22/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,19,0,39,,,,,,,,,,,,,,,,,,4/27/2018,,X,,,,,,,,,,0,1,0,1
Date,1,2,3,4,5,6,7,8,,,,4171,"Cohen, Mackenzie ",0,Mackenzie Cohen,(801)123-4708,A / T,17/ 0,22/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,19,0,39,,,,,,,,,,,,,,,,,,4/30/2018,,X,,,,,,,,,,0,1,0,1
Date,1,2,3,4,5,6,7,8,,,,4171,"Cohen, Mackenzie ",0,Mackenzie Cohen,(801)123-4709,A / T,17/ 0,22/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,19,0,39,,,,,,,,,,,,,,,,,,5/1/2018,,X,,,,,,,,,,0,1,0,1
Date,1,2,3,4,5,6,7,8,,,,4171,"Cohen, Mackenzie ",0,Mackenzie Cohen,(801)123-4710,A / T,17/ 0,22/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,19,0,39,,,,,,,,,,,,,,,,,,5/2/2018,,X,,,,,,,,,,0,1,0,1
Date,1,2,3,4,5,6,7,8,,,,4171,"Cohen, Mackenzie ",0,Mackenzie Cohen,(801)123-4711,A / T,17/ 0,22/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,20,19,0,39,,,,,,,,,,,,,,,,,,5/3/2018,,X,,,,,,,,,,0,1,0,1
